x,y
139.80200576782227,138.1099967956543
141.5732879638672,139.8809471130371
143.3445587158203,141.65188598632812
145.11584091186523,143.42283630371094
146.88711166381836,145.19378662109375
148.65839385986328,146.96472549438477
150.4296646118164,148.73567581176758
152.20094680786133,150.5066261291504
153.97221755981445,152.2775650024414
155.74349975585938,154.04851531982422
157.5147705078125,155.81946563720703
159.28605270385742,157.59040451049805
161.05732345581055,159.36135482788086
162.82860565185547,161.13230514526367
164.5998878479004,162.9032440185547
166.37115859985352,164.6741943359375
168.14244079589844,166.4451446533203
169.91371154785156,168.21608352661133
171.68499374389648,169.98703384399414
173.70043563842773,171.43944931030273
176.15320205688477,171.81032943725586
178.4986572265625,171.00371551513672
180.3458023071289,169.32019805908203
182.11691284179688,167.54908752441406
183.88802337646484,165.7779769897461
185.6591453552246,164.00685501098633
187.43025588989258,162.23574447631836
189.20136642456055,160.4646339416504
190.97247695922852,158.69352340698242
192.74358749389648,156.92241287231445
194.51469802856445,155.15130233764648
196.28580856323242,153.38019180297852
198.0569190979004,151.60908126831055
199.82802963256836,149.83797073364258
201.59914016723633,148.0668601989746
203.3702621459961,146.29573822021484
205.14137268066406,144.52462768554688
206.91248321533203,142.7535171508789
208.68359375,140.98240661621094
210.45470428466797,139.21129608154297
212.22581481933594,137.440185546875
213.92031860351562,135.59687423706055
215.43624877929688,133.6041259765625
216.76213836669922,131.48015975952148
217.88874053955078,129.2440528869629
218.80843353271484,126.91522598266602
219.5149688720703,124.51308822631836
220.0027618408203,122.05718612670898
220.2665252685547,119.5672721862793
220.30110931396484,117.06369400024414
220.10223388671875,114.56780052185059
219.66575622558594,112.1024112701416
218.989501953125,109.69179916381836
218.07347106933594,107.36177062988281
216.92130279541016,105.13908767700195
215.5412139892578,103.05030632019043
213.94677734375,101.12016868591309
212.15701293945312,99.36957740783691
210.19948959350586,97.80863761901855
208.09606552124023,96.45069885253906
205.86754608154297,95.30957984924316
203.53661346435547,94.39570617675781
201.1267967224121,93.71645927429199
198.66197967529297,93.27681732177734
196.16602325439453,93.07972717285156
193.6627311706543,93.12616729736328
191.1758041381836,93.41571998596191
188.72903442382812,93.94666862487793
186.34634017944336,94.71560859680176
184.05139923095703,95.71643447875977
181.86734008789062,96.94049453735352
179.81603240966797,98.37593269348145
177.91696548461914,100.00752258300781
176.13965225219727,101.7723331451416
174.36661911010742,100.91846084594727
172.49328994750977,99.25716781616211
170.47628021240234,97.77360153198242
168.33277893066406,96.4795036315918
166.08054733276367,95.38552284240723
163.73801040649414,94.50136947631836
161.32417678833008,93.83612442016602
158.85897064208984,93.39834213256836
156.3633575439453,93.19608497619629
153.8599624633789,93.23623657226562
151.37289810180664,93.52408409118652
148.9278907775879,94.06264877319336
146.55168533325195,94.85106086730957
144.2711296081543,95.88391304016113
142.11162948608398,97.15062522888184
140.08935546875,98.62687301635742
138.2173194885254,100.28947639465332
136.51681900024414,102.12709426879883
135.00686264038086,104.12420845031738
133.70357513427734,106.26193046569824
132.6197853088379,108.51891708374023
131.76523208618164,110.87225723266602
131.14673614501953,113.29836463928223
130.76884078979492,115.77342414855957
130.63436126708984,118.27352905273438
130.74421310424805,120.77485275268555
131.0973663330078,123.2535514831543
131.6917266845703,125.68569564819336
132.5226707458496,128.04745864868164
133.5836524963379,130.3152313232422
134.86527633666992,132.46599960327148
136.35501098632812,134.47821426391602
138.03691482543945,136.33288955688477
175.68200302124023,202.25599670410156
178.19200134277344,202.21512985229492
180.69932174682617,202.09239196777344
183.20127487182617,201.88754272460938
185.6951026916504,201.60020446777344
188.17808151245117,201.23065185546875
190.64741897583008,200.77887344360352
193.10040283203125,200.24541854858398
195.53427505493164,199.63059616088867
197.94634628295898,198.93516159057617
200.3339729309082,198.15992736816406
202.69449996948242,197.30572891235352
205.02531814575195,196.37352752685547
207.32394409179688,195.3645477294922
209.58789443969727,194.28001403808594
211.81477737426758,193.12124252319336
214.00218963623047,191.88959503173828
216.14786529541016,190.5865821838379
218.24950408935547,189.21369171142578
220.304931640625,187.77252578735352
222.31201934814453,186.26475524902344
224.26868438720703,184.69209671020508
226.17279815673828,183.05623245239258
228.0224609375,181.35902786254883
229.81568145751953,179.60230255126953
231.550537109375,177.78791046142578
233.2251739501953,175.91778564453125
234.83778381347656,173.9939193725586
236.38651275634766,172.01828002929688
237.86973571777344,169.99298477172852
239.28573608398438,167.92012786865234
240.6325912475586,165.8017120361328
241.9095458984375,163.6404266357422
243.11426544189453,161.43806838989258
244.24560546875,159.1971321105957
245.30223846435547,156.9199981689453
246.2828369140625,154.60912704467773
247.1862335205078,152.2669792175293
248.01119232177734,149.8960838317871
248.75686645507812,147.49907302856445
249.42245483398438,145.0786018371582
250.0071563720703,142.63731384277344
250.51028442382812,140.17792129516602
250.93161010742188,137.70322799682617
251.27051544189453,135.21588897705078
251.5272979736328,132.71873092651367
251.70159149169922,130.2144775390625
251.79380798339844,127.70586395263672
251.80433654785156,125.1955451965332
251.73322296142578,122.68622207641602
251.57989501953125,120.18057250976562
251.34444427490234,117.68132019042969
251.02652740478516,115.19120025634766
250.6264419555664,112.71297645568848
250.14427947998047,110.2493953704834
249.5805892944336,107.80316925048828
248.9356918334961,105.37708473205566
248.21047973632812,102.97379112243652
247.40579986572266,100.59593200683594
246.52256774902344,98.24612236022949
245.56167602539062,95.92698287963867
244.52447509765625,93.64096260070801
243.41220092773438,91.39049339294434
242.22620391845703,89.1779899597168
240.96783447265625,87.00583839416504
239.6386947631836,84.87624168395996
238.24024963378906,82.79151725769043
236.774169921875,80.75378799438477
235.24210357666016,78.76520538330078
233.64574432373047,76.82782363891602
231.98690032958984,74.94369125366211
230.267333984375,73.11479377746582
228.4889678955078,71.34303092956543
226.65363311767578,69.63034248352051
224.76334381103516,67.97853088378906
222.81999969482422,66.3894271850586
220.82568359375,64.86480522155762
218.78247833251953,63.40633583068848
216.69251251220703,62.015761375427246
214.5579605102539,60.694618225097656
212.38104248046875,59.44450569152832
210.16408157348633,58.266860008239746
207.909423828125,57.16312026977539
205.6194610595703,56.13461971282959
203.2966766357422,55.18257713317871
200.94355392456055,54.308165550231934
198.5626449584961,53.512529373168945
196.1565933227539,52.79652404785156
193.72805404663086,52.16090488433838
191.2797393798828,51.60645008087158
188.81433868408203,51.13368892669678
186.33460998535156,50.74289608001709
183.84331130981445,50.4345121383667
181.34320068359375,50.20840549468994
178.8370132446289,50.06455612182617
176.32744979858398,50.00278663635254
173.81718826293945,50.02259635925293
171.30890655517578,50.12413692474365
168.80531692504883,50.30791759490967
166.30913162231445,50.57396697998047
163.8230857849121,50.92233371734619
161.34996032714844,51.35292339324951
158.8925018310547,51.865384101867676
156.45341110229492,52.45917224884033
154.03548049926758,53.13392162322998
151.64130783081055,53.888665199279785
149.2735481262207,54.722561836242676
146.93478775024414,55.634647369384766
144.62761306762695,56.62392044067383
142.35446166992188,57.68907356262207
140.11777114868164,58.82882785797119
137.9199562072754,60.041781425476074
135.7632942199707,61.3265266418457
133.65006256103516,62.681535720825195
131.58250427246094,64.10522079467773
129.56273651123047,65.59595394134521
127.59286499023438,67.1520586013794
125.67497253417969,68.77179527282715
123.81109619140625,70.45337295532227
122.00317001342773,72.1949634552002
120.25311660766602,73.99469566345215
118.56281280517578,75.85065269470215
116.93408966064453,77.76088905334473
115.36874961853027,79.72339057922363
113.86850357055664,81.73612022399902
112.43506813049316,83.79695510864258
111.07010269165039,85.90376091003418
